Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
23/03/1986,1985-1986,30,Cádiz,Celta de Vigo,2,1
23/03/1986,1985-1986,30,Barcelona,Sporting de Gijón,1,1
23/03/1986,1985-1986,30,Atlético de Madrid,Racing de Santander,0,2
23/03/1986,1985-1986,30,Hércules,Real Sociedad,0,6
23/03/1986,1985-1986,30,Valladolid,Real Madrid,1,2
23/03/1986,1985-1986,30,Athletic Club,Valencia,2,1
23/03/1986,1985-1986,30,Las Palmas,Zaragoza,0,4
29/03/1986,1985-1986,31,Zaragoza,Atlético de Madrid,2,0
29/03/1986,1985-1986,31,Real Sociedad,Barcelona,3,2
29/03/1986,1985-1986,31,Real Madrid,Las Palmas,3,4
30/03/1986,1985-1986,31,Español,Athletic Club,0,1
30/03/1986,1985-1986,31,Sporting de Gijón,Cádiz,0,0
30/03/1986,1985-1986,31,Betis,Hércules,3,2
30/03/1986,1985-1986,31,Racing de Santander,Osasuna,1,1
30/03/1986,1985-1986,31,Valencia,Sevilla,2,0
30/03/1986,1985-1986,31,Celta de Vigo,Valladolid,0,4
5/04/1986,1985-1986,32,Athletic Club,Racing de Santander,0,0
6/04/1986,1985-1986,32,Las Palmas,Atlético de Madrid,0,1
6/04/1986,1985-1986,32,Barcelona,Betis,1,1
6/04/1986,1985-1986,32,Real Madrid,Celta de Vigo,5,1
6/04/1986,1985-1986,32,Sevilla,Español,2,4
6/04/1986,1985-1986,32,Valladolid,Sporting de Gijón,0,3
6/04/1986,1985-1986,32,Cádiz,Real Sociedad,0,4
6/04/1986,1985-1986,32,Hércules,Valencia,1,3
6/04/1986,1985-1986,32,Osasuna,Zaragoza,1,1
12/04/1986,1985-1986,33,Valencia,Barcelona,0,3
12/04/1986,1985-1986,33,Sporting de Gijón,Real Madrid,1,2
13/04/1986,1985-1986,33,Zaragoza,Athletic Club,1,1
13/04/1986,1985-1986,33,Betis,Cádiz,0,0
13/04/1986,1985-1986,33,Las Palmas,Celta de Vigo,0,4
13/04/1986,1985-1986,33,Español,Hércules,1,1
13/04/1986,1985-1986,33,Atlético de Madrid,Osasuna,1,1
13/04/1986,1985-1986,33,Racing de Santander,Sevilla,1,0
13/04/1986,1985-1986,33,Real Sociedad,Valladolid,1,4
30/08/1986,1986-1987,1,Racing de Santander,Barcelona,0,2
30/08/1986,1986-1987,1,Athletic Club,Sporting de Gijón,0,2
30/08/1986,1986-1987,1,Valladolid,Las Palmas,0,2
31/08/1986,1986-1987,1,Español,Atlético de Madrid,1,1
31/08/1986,1986-1987,1,Sabadell,Betis,0,1
31/08/1986,1986-1987,1,Real Madrid,Murcia,3,1
31/08/1986,1986-1987,1,Mallorca,Osasuna,0,0
31/08/1986,1986-1987,1,Cádiz,Real Sociedad,0,4
31/08/1986,1986-1987,1,Sevilla,Zaragoza,0,2
6/09/1986,1986-1987,2,Zaragoza,Athletic Club,0,1
6/09/1986,1986-1987,2,Murcia,Español,0,2
6/09/1986,1986-1987,2,Barcelona,Mallorca,1,1
7/09/1986,1986-1987,2,Osasuna,Cádiz,0,0
7/09/1986,1986-1987,2,Atlético de Madrid,Racing de Santander,1,1
7/09/1986,1986-1987,2,Las Palmas,Real Madrid,1,1
7/09/1986,1986-1987,2,Real Sociedad,Sabadell,2,2
7/09/1986,1986-1987,2,Betis,Sevilla,2,1
7/09/1986,1986-1987,2,Sporting de Gijón,Valladolid,0,2
10/09/1986,1986-1987,3,Murcia,Atlético de Madrid,0,2
10/09/1986,1986-1987,3,Cádiz,Barcelona,0,2
10/09/1986,1986-1987,3,Athletic Club,Betis,0,0
10/09/1986,1986-1987,3,Real Madrid,Sporting de Gijón,2,2
10/09/1986,1986-1987,3,Español,Las Palmas,2,3
10/09/1986,1986-1987,3,Sabadell,Osasuna,1,1
10/09/1986,1986-1987,3,Mallorca,Racing de Santander,2,1
10/09/1986,1986-1987,3,Sevilla,Real Sociedad,2,0
10/09/1986,1986-1987,3,Valladolid,Zaragoza,0,0
13/09/1986,1986-1987,4,Zaragoza,Real Madrid,1,3
13/09/1986,1986-1987,4,Barcelona,Sabadell,1,1
14/09/1986,1986-1987,4,Real Sociedad,Athletic Club,1,1
14/09/1986,1986-1987,4,Racing de Santander,Cádiz,0,3
14/09/1986,1986-1987,4,Sporting de Gijón,Español,0,0
14/09/1986,1986-1987,4,Atlético de Madrid,Mallorca,3,4
14/09/1986,1986-1987,4,Las Palmas,Murcia,0,1
14/09/1986,1986-1987,4,Osasuna,Sevilla,1,1
14/09/1986,1986-1987,4,Betis,Valladolid,1,2
21/09/1986,1986-1987,5,Las Palmas,Atlético de Madrid,1,1
21/09/1986,1986-1987,5,Sevilla,Barcelona,0,1
21/09/1986,1986-1987,5,Real Madrid,Betis,6,2
21/09/1986,1986-1987,5,Murcia,Sporting de Gijón,1,4
21/09/1986,1986-1987,5,Cádiz,Mallorca,1,0
21/09/1986,1986-1987,5,Athletic Club,Osasuna,1,0
21/09/1986,1986-1987,5,Sabadell,Racing de Santander,0,3
21/09/1986,1986-1987,5,Valladolid,Real Sociedad,2,1
21/09/1986,1986-1987,5,Español,Zaragoza,0,0
27/09/1986,1986-1987,6,Barcelona,Athletic Club,2,2
27/09/1986,1986-1987,6,Sporting de Gijón,Las Palmas,4,3
27/09/1986,1986-1987,6,Real Sociedad,Real Madrid,0,1
28/09/1986,1986-1987,6,Atlético de Madrid,Cádiz,1,0
28/09/1986,1986-1987,6,Betis,Español,1,3
28/09/1986,1986-1987,6,Zaragoza,Murcia,2,1
28/09/1986,1986-1987,6,Mallorca,Sabadell,3,1
28/09/1986,1986-1987,6,Racing de Santander,Sevilla,0,2
28/09/1986,1986-1987,6,Osasuna,Valladolid,1,1
4/10/1986,1986-1987,7,Valladolid,Barcelona,0,3
4/10/1986,1986-1987,7,Español,Real Sociedad,3,3
5/10/1986,1986-1987,7,Sporting de Gijón,Atlético de Madrid,0,1
5/10/1986,1986-1987,7,Murcia,Betis,1,3
5/10/1986,1986-1987,7,Sabadell,Cádiz,1,3
5/10/1986,1986-1987,7,Sevilla,Mallorca,1,1
5/10/1986,1986-1987,7,Real Madrid,Osasuna,0,1
5/10/1986,1986-1987,7,Athletic Club,Racing de Santander,1,2
5/10/1986,1986-1987,7,Las Palmas,Zaragoza,1,2
8/10/1986,1986-1987,8,Mallorca,Athletic Club,1,2
8/10/1986,1986-1987,8,Osasuna,Español,0,1
8/10/1986,1986-1987,8,Zaragoza,Sporting de Gijón,0,1
8/10/1986,1986-1987,8,Betis,Las Palmas,0,0
8/10/1986,1986-1987,8,Real Sociedad,Murcia,2,1
8/10/1986,1986-1987,8,Barcelona,Real Madrid,1,1
8/10/1986,1986-1987,8,Atlético de Madrid,Sabadell,2,0
8/10/1986,1986-1987,8,Cádiz,Sevilla,0,0
8/10/1986,1986-1987,8,Racing de Santander,Valladolid,0,2
12/10/1986,1986-1987,9,Zaragoza,Atlético de Madrid,1,2
12/10/1986,1986-1987,9,Español,Barcelona,0,1
12/10/1986,1986-1987,9,Sporting de Gijón,Betis,0,1
12/10/1986,1986-1987,9,Athletic Club,Cádiz,0,1
12/10/1986,1986-1987,9,Valladolid,Mallorca,2,3
12/10/1986,1986-1987,9,Murcia,Osasuna,0,0
12/10/1986,1986-1987,9,Real Madrid,Racing de Santander,0,0
12/10/1986,1986-1987,9,Las Palmas,Real Sociedad,1,2
12/10/1986,1986-1987,9,Sevilla,Sabadell,2,2
18/10/1986,1986-1987,10,Sabadell,Athletic Club,2,4
18/10/1986,1986-1987,10,Osasuna,Las Palmas,0,2
18/10/1986,1986-1987,10,Mallorca,Real Madrid,0,3
18/10/1986,1986-1987,10,Betis,Zaragoza,3,2
19/10/1986,1986-1987,10,Racing de Santander,Español,0,2
19/10/1986,1986-1987,10,Real Sociedad,Sporting de Gijón,1,0
19/10/1986,1986-1987,10,Barcelona,Murcia,0,1
19/10/1986,1986-1987,10,Atlético de Madrid,Sevilla,0,3
19/10/1986,1986-1987,10,Cádiz,Valladolid,1,1
26/10/1986,1986-1987,11,Betis,Atlético de Madrid,1,1
26/10/1986,1986-1987,11,Las Palmas,Barcelona,0,4
26/10/1986,1986-1987,11,Real Madrid,Cádiz,0,0
26/10/1986,1986-1987,11,Español,Mallorca,1,1
26/10/1986,1986-1987,11,Sporting de Gijón,Osasuna,2,0
26/10/1986,1986-1987,11,Murcia,Racing de Santander,1,1
26/10/1986,1986-1987,11,Zaragoza,Real Sociedad,0,1
26/10/1986,1986-1987,11,Valladolid,Sabadell,0,1
26/10/1986,1986-1987,11,Athletic Club,Sevilla,1,3
1/11/1986,1986-1987,12,Atlético de Madrid,Athletic Club,0,3
1/11/1986,1986-1987,12,Sabadell,Real Madrid,0,4
2/11/1986,1986-1987,12,Real Sociedad,Betis,0,1
2/11/1986,1986-1987,12,Cádiz,Español,0,1
2/11/1986,1986-1987,12,Barcelona,Sporting de Gijón,0,0
2/11/1986,1986-1987,12,Racing de Santander,Las Palmas,2,3
2/11/1986,1986-1987,12,Mallorca,Murcia,0,2
2/11/1986,1986-1987,12,Sevilla,Valladolid,0,1
2/11/1986,1986-1987,12,Osasuna,Zaragoza,0,1
8/11/1986,1986-1987,13,Valladolid,Athletic Club,0,1
8/11/1986,1986-1987,13,Real Sociedad,Atlético de Madrid,0,1
8/11/1986,1986-1987,13,Zaragoza,Barcelona,0,0
8/11/1986,1986-1987,13,Murcia,Cádiz,1,0
8/11/1986,1986-1987,13,Las Palmas,Mallorca,0,4
8/11/1986,1986-1987,13,Betis,Osasuna,1,2
8/11/1986,1986-1987,13,Sporting de Gijón,Racing de Santander,2,1
8/11/1986,1986-1987,13,Español,Sabadell,1,1
8/11/1986,1986-1987,13,Real Madrid,Sevilla,1,0
15/11/1986,1986-1987,14,Cádiz,Las Palmas,0,5
16/11/1986,1986-1987,14,Barcelona,Betis,1,0
16/11/1986,1986-1987,14,Sevilla,Español,1,5
16/11/1986,1986-1987,14,Mallorca,Sporting de Gijón,2,2
16/11/1986,1986-1987,14,Sabadell,Murcia,0,2
16/11/1986,1986-1987,14,Osasuna,Real Sociedad,0,2
16/11/1986,1986-1987,14,Athletic Club,Real Madrid,4,2
16/11/1986,1986-1987,14,Atlético de Madrid,Valladolid,0,0
16/11/1986,1986-1987,14,Racing de Santander,Zaragoza,1,4
22/11/1986,1986-1987,15,Español,Athletic Club,1,2
22/11/1986,1986-1987,15,Real Sociedad,Barcelona,0,1
23/11/1986,1986-1987,15,Osasuna,Atlético de Madrid,0,1
23/11/1986,1986-1987,15,Sporting de Gijón,Cádiz,0,2
23/11/1986,1986-1987,15,Zaragoza,Mallorca,0,2
23/11/1986,1986-1987,15,Betis,Racing de Santander,0,2
23/11/1986,1986-1987,15,Las Palmas,Sabadell,0,1
23/11/1986,1986-1987,15,Murcia,Sevilla,0,4
23/11/1986,1986-1987,15,Real Madrid,Valladolid,1,1
6/12/1986,1986-1987,16,Mallorca,Betis,0,1
6/12/1986,1986-1987,16,Sevilla,Las Palmas,1,2
6/12/1986,1986-1987,16,Barcelona,Osasuna,2,0
7/12/1986,1986-1987,16,Real Madrid,Atlético de Madrid,1,1
7/12/1986,1986-1987,16,Valladolid,Español,0,1
7/12/1986,1986-1987,16,Sabadell,Sporting de Gijón,1,2
7/12/1986,1986-1987,16,Athletic Club,Murcia,0,2
7/12/1986,1986-1987,16,Racing de Santander,Real Sociedad,1,1
7/12/1986,1986-1987,16,Cádiz,Zaragoza,0,1
13/12/1986,1986-1987,17,Las Palmas,Athletic Club,0,3
13/12/1986,1986-1987,17,Real Sociedad,Mallorca,0,1
14/12/1986,1986-1987,17,Atlético de Madrid,Barcelona,1,1
14/12/1986,1986-1987,17,Betis,Cádiz,1,1
14/12/1986,1986-1987,17,Osasuna,Racing de Santander,1,1
14/12/1986,1986-1987,17,Español,Real Madrid,0,1
14/12/1986,1986-1987,17,Zaragoza,Sabadell,0,1
14/12/1986,1986-1987,17,Sporting de Gijón,Sevilla,0,3
14/12/1986,1986-1987,17,Murcia,Valladolid,0,4
17/12/1986,1986-1987,18,Sporting de Gijón,Athletic Club,0,0
17/12/1986,1986-1987,18,Real Sociedad,Cádiz,0,1
17/12/1986,1986-1987,18,Atlético de Madrid,Español,1,2
17/12/1986,1986-1987,18,Osasuna,Mallorca,0,0
17/12/1986,1986-1987,18,Barcelona,Racing de Santander,0,0
17/12/1986,1986-1987,18,Murcia,Real Madrid,0,1
17/12/1986,1986-1987,18,Betis,Sabadell,1,1
17/12/1986,1986-1987,18,Zaragoza,Sevilla,0,3
17/12/1986,1986-1987,18,Las Palmas,Valladolid,1,2
20/12/1986,1986-1987,19,Sabadell,Real Sociedad,1,4
21/12/1986,1986-1987,19,Racing de Santander,Atlético de Madrid,1,0
21/12/1986,1986-1987,19,Mallorca,Barcelona,1,3
21/12/1986,1986-1987,19,Sevilla,Betis,0,0
21/12/1986,1986-1987,19,Valladolid,Sporting de Gijón,1,3
21/12/1986,1986-1987,19,Real Madrid,Las Palmas,1,0
21/12/1986,1986-1987,19,Español,Murcia,4,1
21/12/1986,1986-1987,19,Cádiz,Osasuna,0,3
21/12/1986,1986-1987,19,Athletic Club,Zaragoza,0,0
27/12/1986,1986-1987,20,Real Sociedad,Sevilla,1,1
28/12/1986,1986-1987,20,Betis,Athletic Club,0,0
28/12/1986,1986-1987,20,Barcelona,Cádiz,1,0
28/12/1986,1986-1987,20,Las Palmas,Español,1,3
28/12/1986,1986-1987,20,Racing de Santander,Mallorca,1,3
28/12/1986,1986-1987,20,Atlético de Madrid,Murcia,1,2
28/12/1986,1986-1987,20,Sporting de Gijón,Real Madrid,2,2
28/12/1986,1986-1987,20,Osasuna,Sabadell,1,3
28/12/1986,1986-1987,20,Zaragoza,Valladolid,1,1
3/01/1987,1986-1987,21,Español,Sporting de Gijón,1,0
3/01/1987,1986-1987,21,Murcia,Las Palmas,1,1
4/01/1987,1986-1987,21,Mallorca,Atlético de Madrid,1,3
4/01/1987,1986-1987,21,Sabadell,Barcelona,1,3
4/01/1987,1986-1987,21,Valladolid,Betis,1,2
4/01/1987,1986-1987,21,Sevilla,Osasuna,1,1
4/01/1987,1986-1987,21,Cádiz,Racing de Santander,1,2
4/01/1987,1986-1987,21,Athletic Club,Real Sociedad,1,2
4/01/1987,1986-1987,21,Real Madrid,Zaragoza,2,2
10/01/1987,1986-1987,22,Osasuna,Athletic Club,1,4
10/01/1987,1986-1987,22,Atlético de Madrid,Las Palmas,1,2
11/01/1987,1986-1987,22,Mallorca,Cádiz,0,1
11/01/1987,1986-1987,22,Zaragoza,Español,0,2
11/01/1987,1986-1987,22,Sporting de Gijón,Murcia,0,2
11/01/1987,1986-1987,22,Betis,Real Madrid,0,3
11/01/1987,1986-1987,22,Racing de Santander,Sabadell,1,1
11/01/1987,1986-1987,22,Barcelona,Sevilla,0,0
11/01/1987,1986-1987,22,Real Sociedad,Valladolid,0,1
17/01/1987,1986-1987,23,Athletic Club,Barcelona,1,4
18/01/1987,1986-1987,23,Cádiz,Atlético de Madrid,0,2
18/01/1987,1986-1987,23,Español,Betis,0,2
18/01/1987,1986-1987,23,Las Palmas,Sporting de Gijón,2,1
18/01/1987,1986-1987,23,Sabadell,Mallorca,0,1
18/01/1987,1986-1987,23,Sevilla,Racing de Santander,0,2
18/01/1987,1986-1987,23,Real Madrid,Real Sociedad,2,0
18/01/1987,1986-1987,23,Murcia,Zaragoza,0,0
4/02/1987,1986-1987,23,Valladolid,Osasuna,0,1
24/01/1987,1986-1987,24,Zaragoza,Las Palmas,1,1
25/01/1987,1986-1987,24,Racing de Santander,Athletic Club,2,1
25/01/1987,1986-1987,24,Real Sociedad,Español,2,2
25/01/1987,1986-1987,24,Atlético de Madrid,Sporting de Gijón,1,1
25/01/1987,1986-1987,24,Betis,Murcia,0,3
25/01/1987,1986-1987,24,Osasuna,Real Madrid,1,2
25/01/1987,1986-1987,24,Cádiz,Sabadell,0,1
25/01/1987,1986-1987,24,Mallorca,Sevilla,1,2
25/01/1987,1986-1987,24,Barcelona,Valladolid,0,0
31/01/1987,1986-1987,25,Real Madrid,Barcelona,2,3
1/02/1987,1986-1987,25,Sabadell,Atlético de Madrid,1,1
1/02/1987,1986-1987,25,Las Palmas,Betis,1,3
1/02/1987,1986-1987,25,Sevilla,Cádiz,0,2
1/02/1987,1986-1987,25,Athletic Club,Mallorca,1,1
1/02/1987,1986-1987,25,Español,Osasuna,0,1
1/02/1987,1986-1987,25,Valladolid,Racing de Santander,0,0
1/02/1987,1986-1987,25,Murcia,Real Sociedad,1,1
1/02/1987,1986-1987,25,Sporting de Gijón,Zaragoza,1,1
7/02/1987,1986-1987,26,Real Sociedad,Las Palmas,1,0
8/02/1987,1986-1987,26,Cádiz,Athletic Club,0,0
8/02/1987,1986-1987,26,Barcelona,Español,1,1
8/02/1987,1986-1987,26,Betis,Sporting de Gijón,0,3
8/02/1987,1986-1987,26,Osasuna,Murcia,0,0
8/02/1987,1986-1987,26,Racing de Santander,Real Madrid,0,3
8/02/1987,1986-1987,26,Sabadell,Sevilla,1,0
8/02/1987,1986-1987,26,Mallorca,Valladolid,1,0
8/02/1987,1986-1987,26,Atlético de Madrid,Zaragoza,0,1
14/02/1987,1986-1987,27,Sporting de Gijón,Real Sociedad,1,2
15/02/1987,1986-1987,27,Sevilla,Atlético de Madrid,2,0
15/02/1987,1986-1987,27,Murcia,Barcelona,0,2
15/02/1987,1986-1987,27,Zaragoza,Betis,1,0
15/02/1987,1986-1987,27,Valladolid,Cádiz,1,1
15/02/1987,1986-1987,27,Real Madrid,Mallorca,0,1
15/02/1987,1986-1987,27,Las Palmas,Osasuna,1,2
15/02/1987,1986-1987,27,Español,Racing de Santander,3,1
15/02/1987,1986-1987,27,Athletic Club,Sabadell,0,0
21/02/1987,1986-1987,28,Atlético de Madrid,Betis,1,2
21/02/1987,1986-1987,28,Mallorca,Español,1,3
22/02/1987,1986-1987,28,Sevilla,Athletic Club,1,0
22/02/1987,1986-1987,28,Osasuna,Sporting de Gijón,0,3
22/02/1987,1986-1987,28,Barcelona,Las Palmas,0,0
22/02/1987,1986-1987,28,Racing de Santander,Murcia,1,2
22/02/1987,1986-1987,28,Cádiz,Real Madrid,1,2
22/02/1987,1986-1987,28,Sabadell,Valladolid,0,1
22/02/1987,1986-1987,28,Real Sociedad,Zaragoza,0,1
28/02/1987,1986-1987,29,Sporting de Gijón,Barcelona,4,0
28/02/1987,1986-1987,29,Español,Cádiz,2,0
28/02/1987,1986-1987,29,Zaragoza,Osasuna,0,1
1/03/1987,1986-1987,29,Athletic Club,Atlético de Madrid,0,2
1/03/1987,1986-1987,29,Murcia,Mallorca,0,1
1/03/1987,1986-1987,29,Las Palmas,Racing de Santander,0,1
1/03/1987,1986-1987,29,Betis,Real Sociedad,0,1
1/03/1987,1986-1987,29,Real Madrid,Sabadell,1,0
1/03/1987,1986-1987,29,Valladolid,Sevilla,1,2
7/03/1987,1986-1987,30,Atlético de Madrid,Real Sociedad,1,0
8/03/1987,1986-1987,30,Osasuna,Betis,0,0
8/03/1987,1986-1987,30,Sabadell,Español,1,3
8/03/1987,1986-1987,30,Racing de Santander,Sporting de Gijón,1,2
8/03/1987,1986-1987,30,Mallorca,Las Palmas,0,3
8/03/1987,1986-1987,30,Cádiz,Murcia,0,1
8/03/1987,1986-1987,30,Sevilla,Real Madrid,1,2
8/03/1987,1986-1987,30,Athletic Club,Valladolid,0,2
8/03/1987,1986-1987,30,Barcelona,Zaragoza,0,2
14/03/1987,1986-1987,31,Betis,Barcelona,0,2
14/03/1987,1986-1987,31,Sporting de Gijón,Mallorca,0,1
15/03/1987,1986-1987,31,Real Madrid,Athletic Club,2,1
15/03/1987,1986-1987,31,Valladolid,Atlético de Madrid,0,1
15/03/1987,1986-1987,31,Las Palmas,Cádiz,2,1
15/03/1987,1986-1987,31,Real Sociedad,Osasuna,3,1
15/03/1987,1986-1987,31,Zaragoza,Racing de Santander,2,1
15/03/1987,1986-1987,31,Murcia,Sabadell,0,1
15/03/1987,1986-1987,31,Español,Sevilla,0,1
21/03/1987,1986-1987,32,Athletic Club,Español,1,2
21/03/1987,1986-1987,32,Sabadell,Las Palmas,0,0
22/03/1987,1986-1987,32,Racing de Santander,Betis,0,2
22/03/1987,1986-1987,32,Cádiz,Sporting de Gijón,1,2
22/03/1987,1986-1987,32,Sevilla,Murcia,1,2
22/03/1987,1986-1987,32,Atlético de Madrid,Osasuna,2,0
22/03/1987,1986-1987,32,Barcelona,Real Sociedad,1,1
22/03/1987,1986-1987,32,Valladolid,Real Madrid,1,2
22/03/1987,1986-1987,32,Mallorca,Zaragoza,0,0
25/03/1987,1986-1987,33,Murcia,Athletic Club,0,2
25/03/1987,1986-1987,33,Osasuna,Barcelona,2,4
25/03/1987,1986-1987,33,Zaragoza,Cádiz,1,0
25/03/1987,1986-1987,33,Betis,Mallorca,1,3
25/03/1987,1986-1987,33,Real Sociedad,Racing de Santander,0,1
25/03/1987,1986-1987,33,Sporting de Gijón,Sabadell,0,0
25/03/1987,1986-1987,33,Las Palmas,Sevilla,0,1
25/03/1987,1986-1987,33,Español,Valladolid,0,1
26/03/1987,1986-1987,33,Atlético de Madrid,Real Madrid,1,4
4/04/1987,1986-1987,34,Real Madrid,Español,0,0
4/04/1987,1986-1987,34,Sabadell,Zaragoza,1,2
5/04/1987,1986-1987,34,Barcelona,Atlético de Madrid,4,0
5/04/1987,1986-1987,34,Cádiz,Betis,1,4
5/04/1987,1986-1987,34,Sevilla,Sporting de Gijón,1,3
5/04/1987,1986-1987,34,Athletic Club,Las Palmas,1,2
5/04/1987,1986-1987,34,Valladolid,Murcia,0,1
5/04/1987,1986-1987,34,Racing de Santander,Osasuna,0,2
5/04/1987,1986-1987,34,Mallorca,Real Sociedad,1,7
12/04/1987,1986-1987,35,Athletic Club,Cádiz,1,1
12/04/1987,1986-1987,35,Sporting de Gijón,Español,1,2
12/04/1987,1986-1987,35,Zaragoza,Mallorca,2,2
12/04/1987,1986-1987,35,Atlético de Madrid,Murcia,2,1
12/04/1987,1986-1987,35,Las Palmas,Osasuna,0,4
12/04/1987,1986-1987,35,Sabadell,Racing de Santander,0,4
12/04/1987,1986-1987,35,Betis,Real Sociedad,1,2
12/04/1987,1986-1987,35,Barcelona,Real Madrid,0,0
12/04/1987,1986-1987,35,Valladolid,Sevilla,2,1
18/04/1987,1986-1987,36,Real Madrid,Sporting de Gijón,1,0
18/04/1987,1986-1987,36,Español,Zaragoza,0,2
19/04/1987,1986-1987,36,Racing de Santander,Athletic Club,1,3
19/04/1987,1986-1987,36,Sevilla,Atlético de Madrid,0,2
19/04/1987,1986-1987,36,Mallorca,Barcelona,0,1
19/04/1987,1986-1987,36,Murcia,Betis,0,5
19/04/1987,1986-1987,36,Cádiz,Las Palmas,1,2
19/04/1987,1986-1987,36,Real Sociedad,Valladolid,1,0
19/06/1987,1986-1987,36,Osasuna,Sabadell,1,2
2/05/1987,1986-1987,37,Las Palmas,Racing de Santander,3,1
2/05/1987,1986-1987,37,Athletic Club,Sabadell,0,1
3/05/1987,1986-1987,37,Barcelona,Español,0,0
3/05/1987,1986-1987,37,Zaragoza,Sporting de Gijón,1,1
3/05/1987,1986-1987,37,Cádiz,Osasuna,2,3
3/05/1987,1986-1987,37,Murcia,Real Sociedad,1,2
3/05/1987,1986-1987,37,Mallorca,Real Madrid,0,3
3/05/1987,1986-1987,37,Betis,Sevilla,3,1
3/05/1987,1986-1987,37,Atlético de Madrid,Valladolid,1,1
9/05/1987,1986-1987,38,Sporting de Gijón,Barcelona,0,2
9/05/1987,1986-1987,38,Sabadell,Las Palmas,1,1
10/05/1987,1986-1987,38,Valladolid,Betis,2,3
10/05/1987,1986-1987,38,Racing de Santander,Cádiz,1,2
10/05/1987,1986-1987,38,Español,Mallorca,0,1
10/05/1987,1986-1987,38,Sevilla,Murcia,0,2
10/05/1987,1986-1987,38,Athletic Club,Osasuna,0,0
10/05/1987,1986-1987,38,Atlético de Madrid,Real Sociedad,1,2
10/05/1987,1986-1987,38,Zaragoza,Real Madrid,1,2
16/05/1987,1986-1987,39,Real Madrid,Español,3,2
16/05/1987,1986-1987,39,Murcia,Valladolid,0,2
17/05/1987,1986-1987,39,Las Palmas,Athletic Club,1,4
17/05/1987,1986-1987,39,Betis,Atlético de Madrid,2,3
17/05/1987,1986-1987,39,Mallorca,Sporting de Gijón,1,1
17/05/1987,1986-1987,39,Osasuna,Racing de Santander,1,1
17/05/1987,1986-1987,39,Cádiz,Sabadell,0,2
17/05/1987,1986-1987,39,Real Sociedad,Sevilla,1,1
17/05/1987,1986-1987,39,Barcelona,Zaragoza,1,2
23/05/1987,1986-1987,40,Real Madrid,Barcelona,1,2
24/05/1987,1986-1987,40,Cádiz,Athletic Club,0,1
24/05/1987,1986-1987,40,Murcia,Atlético de Madrid,2,4
24/05/1987,1986-1987,40,Real Sociedad,Betis,1,5
24/05/1987,1986-1987,40,Español,Sporting de Gijón,0,4
24/05/1987,1986-1987,40,Osasuna,Las Palmas,1,1
24/05/1987,1986-1987,40,Racing de Santander,Sabadell,0,1
24/05/1987,1986-1987,40,Sevilla,Valladolid,0,1
24/05/1987,1986-1987,40,Mallorca,Zaragoza,1,1
29/08/1987,1987-1988,1,Mallorca,Athletic Club,1,2
29/08/1987,1987-1988,1,Celta de Vigo,Español,1,0
29/08/1987,1987-1988,1,Valladolid,Sporting de Gijón,0,0
29/08/1987,1987-1988,1,Logroñés,Valencia,0,2
30/08/1987,1987-1988,1,Sabadell,Atlético de Madrid,0,1
30/08/1987,1987-1988,1,Real Madrid,Cádiz,4,0
30/08/1987,1987-1988,1,Barcelona,Las Palmas,2,1
30/08/1987,1987-1988,1,Murcia,Osasuna,0,1
30/08/1987,1987-1988,1,Betis,Sevilla,2,1
30/08/1987,1987-1988,1,Real Sociedad,Zaragoza,0,1
6/09/1987,1987-1988,2,Sevilla,Barcelona,2,1
6/09/1987,1987-1988,2,Español,Betis,1,3
6/09/1987,1987-1988,2,Valencia,Celta de Vigo,3,3
6/09/1987,1987-1988,2,Athletic Club,Logroñés,1,1
6/09/1987,1987-1988,2,Atlético de Madrid,Mallorca,1,1
6/09/1987,1987-1988,2,Las Palmas,Murcia,0,2
6/09/1987,1987-1988,2,Osasuna,Real Sociedad,0,0
6/09/1987,1987-1988,2,Sporting de Gijón,Real Madrid,0,7
6/09/1987,1987-1988,2,Cádiz,Sabadell,1,0
6/09/1987,1987-1988,2,Zaragoza,Valladolid,1,1
12/09/1987,1987-1988,3,Sporting de Gijón,Cádiz,0,2
12/09/1987,1987-1988,3,Barcelona,Español,0,2
12/09/1987,1987-1988,3,Real Sociedad,Las Palmas,2,3
12/09/1987,1987-1988,3,Betis,Valencia,0,1
12/09/1987,1987-1988,3,Real Madrid,Zaragoza,7,1
13/09/1987,1987-1988,3,Celta de Vigo,Athletic Club,0,1
13/09/1987,1987-1988,3,Logroñés,Atlético de Madrid,0,3
13/09/1987,1987-1988,3,Valladolid,Osasuna,1,4
13/09/1987,1987-1988,3,Mallorca,Sabadell,0,2
13/09/1987,1987-1988,3,Murcia,Sevilla,2,1
19/09/1987,1987-1988,4,Sabadell,Logroñés,1,1
19/09/1987,1987-1988,4,Las Palmas,Valladolid,0,0
20/09/1987,1987-1988,4,Valencia,Barcelona,1,0
20/09/1987,1987-1988,4,Athletic Club,Betis,0,0
20/09/1987,1987-1988,4,Atlético de Madrid,Celta de Vigo,0,1
20/09/1987,1987-1988,4,Zaragoza,Sporting de Gijón,1,2
20/09/1987,1987-1988,4,Cádiz,Mallorca,4,1
20/09/1987,1987-1988,4,Español,Murcia,1,0
20/09/1987,1987-1988,4,Sevilla,Real Sociedad,1,0
20/09/1987,1987-1988,4,Osasuna,Real Madrid,0,3
